year,source_type,source_url,candidate_url,host,official_indycar_host,priority_score,keyword_hits,manual_review_status
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://esiequipment.com/,esiequipment.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://evolvetransporters.com/,evolvetransporters.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://facebook.com/indycar,facebook.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://global.ketchcdn.com,global.ketchcdn.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://global.ketchcdn.com/web/v3/config/ims/indycar_com_smart_tag/boot.js,global.ketchcdn.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://indycar.ecal.com/,indycar.ecal.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://indycarnation.indycar.com,indycarnation.indycar.com,True,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://itunes.apple.com/us/app/indycar/id606905722?mt=8,itunes.apple.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://iuhealth.org/,iuhealth.org,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://onlybulls.com/,onlybulls.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://pec.imagencloud.com/,pec.imagencloud.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://platform-api.sharethis.com/js/sharethis.js#property=675c8c247b87400012b95ba7&product=inline-share-buttons,platform-api.sharethis.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://play.google.com/store/apps/details?id=com.vzw.indycar&amp;hl=en_US,play.google.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://recruiting.ultipro.com/PEN1024PMCO/JobBoard/5ad6ac0e-0d86-4154-b9b5-d663b091efca/?q=&amp;o=postedDateDesc&amp;w=&amp;wc=&amp;we=&amp;wpst=,recruiting.ultipro.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://securepubads.g.doubleclick.net/tag/js/gpt.js,securepubads.g.doubleclick.net,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://shop.indycar.com,shop.indycar.com,True,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://twitter.com/indycar,twitter.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://use.typekit.net/bhw2nvy.css,use.typekit.net,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.ajg.com/,www.ajg.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.amr.net/,www.amr.net,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.cisco.com/site/us/en/index.html,www.cisco.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.deximaging.com/,www.deximaging.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.gainbridge.io/,www.gainbridge.io,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.global.ntt,www.global.ntt,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.goodranchers.com/,www.goodranchers.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.googletagmanager.com/gtm.js?id=,www.googletagmanager.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.googletagmanager.com/ns.html?id=GTM-MT89SPL,www.googletagmanager.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.holley.com/,www.holley.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.holmatro.com/,www.holmatro.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.imperialsupplies.com/,www.imperialsupplies.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/-/media/IndyCar/Logos/logo.png?vs=1&amp;d=20251006T231226Z,www.indycar.com,True,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/privacy,www.indycar.com,True,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/INDYCAR Officiating Final Reports,www.indycar.com,True,23,report;reports;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/detail-reports,www.indycar.com,True,23,report;reports;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/final-reports-btn,www.indycar.com,True,23,report;reports;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/icon-leaderboard,www.indycar.com,True,23,leaderboard;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/officiating-reports,www.indycar.com,True,23,report;reports;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/reports-content,www.indycar.com,True,23,report;reports;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/summary-reports,www.indycar.com,True,23,report;reports;results,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/terms-of-use,www.indycar.com,True,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indynxt.com,www.indynxt.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indynxt.com/schedule,www.indynxt.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.instagram.com/indycar,www.instagram.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.linkedin.com/company/indycar,www.linkedin.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.pennzoil.com/,www.pennzoil.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.penskeshocks.com/,www.penskeshocks.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.ppg.com/,www.ppg.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.racingoptics.com/,www.racingoptics.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.samsclub.com/join,www.samsclub.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.shell.us/,www.shell.us,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.simpsonraceproducts.com/,www.simpsonraceproducts.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.snapon.com/,www.snapon.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.sonsio.com/,www.sonsio.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.spryson.com/,www.spryson.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.threads.net/@indycar,www.threads.net,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.tiktok.com/@indycar,www.tiktok.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.willscot.com/en,www.willscot.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.xpel.com/,www.xpel.com,False,23,,UNREVIEWED
2024,HTML_SOURCE,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---day-1,https://www.youtube.com/indycar,www.youtube.com,False,23,,UNREVIEWED
